1,2,0.030139103554868624,2588,6.647418975830078
1,2,0.06318207926479034,1741,5.322494983673096
1,2,0.0312724658519051,2782,5.823179006576538
1,2,0.034160037435657466,2137,5.484634160995483
1,2,0.03362690152121697,2498,5.751729965209961
1,2,0.032324058919803604,2444,5.570703983306885
1,2,0.030251141552511414,3504,6.198094129562378
1,2,0.02530017152658662,2332,5.6285719871521
1,2,0.037914691943127965,2321,5.622780084609985
1,2,0.022632519356759976,3358,6.121057033538818
1,2,0.046318868844466114,2051,5.3260109424591064
1,2,0.02315160567587752,2678,5.859105110168457
1,2,0.03052939265995453,3079,5.983868837356567
1,2,0.04364937388193202,2795,5.671565055847168
1,2,0.04296716659910823,2467,5.9048380851745605
1,2,0.011180124223602485,2415,5.581191062927246
1,2,0.027895694360218316,3298,6.372757911682129
1,2,0.03878195920712439,3481,6.152154922485352
1,2,0.05284348263714142,1987,5.38775110244751
1,2,0.03433321286591977,2767,5.777397155761719
1,2,0.04489408789124249,3163,6.02731990814209
1,2,0.015437392795883362,2915,5.912773132324219
1,2,0.03798033958891868,2238,5.412492990493774
1,2,0.03585147247119078,2343,5.5228190422058105
1,2,0.045006429489927134,2333,5.719856023788452
1,2,0.042952460383653045,2398,5.495790004730225
1,2,0.053100932306445074,2467,5.55187201499939
1,2,0.02557796360059026,2033,5.588850021362305
1,2,0.039002267573696146,2205,5.469012022018433
1,2,0.040892193308550186,2421,5.632548093795776
1,2,0.02421009437833402,2437,5.605916976928711
1,2,0.026610104126494408,2593,5.651381969451904
1,2,0.037570991699432066,2289,5.645209789276123
1,2,0.02702702702702703,2220,5.422683000564575
1,2,0.035124692658939236,2847,5.838482141494751
1,2,0.02780952380952381,2625,5.604144096374512
1,2,0.026250619118375434,2019,5.474031209945679
1,2,0.025032938076416336,1518,5.2844648361206055
1,2,0.051539912005028284,1591,5.221013069152832
1,2,0.047574187470560525,2123,5.410745143890381
1,2,0.03165403477485511,2243,5.704155921936035
1,2,0.0457290767903365,2318,5.51941704750061
1,2,0.04105445116681072,2314,5.535084009170532
1,2,0.049558390578999016,2038,5.460153818130493
1,2,0.022093023255813953,2580,5.617895126342773
1,2,0.029136888400219902,1819,5.312378168106079
1,2,0.03347578347578348,2808,5.731889963150024
1,2,0.012430347192456065,2333,5.623351097106934
1,2,0.03040103492884864,3092,5.922459840774536
1,2,0.024054982817869417,2328,5.535569906234741
1,2,0.03942953020134228,2384,5.576340913772583
1,2,0.05214317277949625,2263,5.462524890899658
1,2,0.020897567660157587,2919,5.9610068798065186
1,2,0.032845271072417886,2527,5.7830750942230225
1,2,0.048446069469835464,2188,5.4583868980407715
1,2,0.03423137876386688,3155,5.995723009109497
1,2,0.02679108970499699,3322,5.985743999481201
1,2,0.061186361513311534,2141,5.548653841018677
1,2,0.033837579617834394,2512,5.860424041748047
1,2,0.05862505272037115,2371,5.553380966186523
1,2,0.03934593765968319,1957,5.424674987792969
1,2,0.052259887005649715,2124,5.566293954849243
1,2,0.036935704514363885,2193,5.6011810302734375
1,2,0.06800445930880714,1794,5.422523021697998
1,2,0.052503052503052504,2457,5.523114919662476
1,2,0.026698309107089886,3371,6.208796977996826
1,2,0.033873873873873875,2775,5.8674399852752686
1,2,0.0405040504050405,2222,5.625272989273071
1,2,0.043646603308694125,2841,5.8140318393707275
1,2,0.02949382223993623,2509,5.807374000549316
1,2,0.020793036750483558,4136,6.836321115493774
